"w1","w2","w3","prediction","rank"
"that","would","make","you",3
"that","would","not","be",15
"that","would","not","have",7
"that","you","are","a",6
"that","you","are","having",4
"that","you","are","in",8
"that","you","are","not",13
"that","you","are","really",4
"that","you","are","trying",8
"that","you","can","be",5
"that","you","can","get",9
"that","you","can","make",5
"that","you","could","not",8
"that","you","did","not",10
"that","you","do","not",61
"that","you","have","a",15
"that","you","have","no",4
"that","you","have","to",28
"that","you","may","have",5
"that","you","might","have",4
"that","you","need","to",22
"that","you","should","not",6
"that","you","want","to",23
"that","you","will","be",17
"that","you","will","get",6
"that","you","will","have",6
"that","you","will","never",5
"that","you","will","not",9
"that","you","would","not",8
"that","youd","like","to",5
"the","ability","to","do",5
"the","ability","to","get",6
"the","ability","to","put",5
"the","advantage","of","having",4
"the","affordable","care","act",7
"the","age","of","and",10
"the","age","of","i",8
"the","age","of","the",9
"the","amazing","technicolor","dreamcoat",3
"the","american","association","of",7
"the","american","cancer","society",18
"the","american","civil","war",5
"the","american","people","are",7
"the","amount","of","money",19
"the","amount","of","time",8
"the","amount","of","work",5
"the","angle","of","the",3
"the","anniversary","of","the",4
"the","answer","is","no",9
"the","answer","is","yes",7
"the","answer","to","my",3
"the","answer","to","that",10
"the","appeal","of","the",4
"the","arc","of","the",4
"the","area","of","the",6
"the","art","of","french",3
"the","attention","of","the",11
"the","author","of","the",13
"the","back","of","a",31
"the","back","of","my",35
"the","back","of","our",5
"the","back","of","the",93
"the","back","of","their",6
"the","back","of","your",14
"the","back","to","the",3
"the","bad","and","the",9
"the","ball","in","the",9
"the","base","of","the",19
"the","basement","of","the",10
"the","basis","for","a",3
"the","basis","for","the",5
"the","battle","of","the",8
"the","battle","that","is",3
"the","bay","area","in",5
"the","bay","city","rollers",3
"the","beauty","of","a",3
"the","beauty","of","the",14
"the","beauty","of","their",5
"the","beginning","of","a",16
"the","beginning","of","the",84
"the","beginning","of","this",12
"the","beginnings","of","a",5
"the","benefit","of","the",24
"the","benefits","of","a",5
"the","best","and","most",11
"the","best","and","worst",8
"the","best","chance","of",4
"the","best","day","of",13
"the","best","i","can",14
"the","best","i","have",12
"the","best","in","the",29
"the","best","in","town",3
"the","best","is","when",3
"the","best","is","yet",7
"the","best","kind","of",8
"the","best","of","both",8
"the","best","of","it",6
"the","best","of","my",6
"the","best","of","the",27
"the","best","option","for",4
"the","best","out","of",15
"the","best","part","about",15
"the","best","part","is",16
"the","best","part","of",39
"the","best","part","the",3
"the","best","part","was",3
"the","best","parts","of",8
"the","best","place","to",19
"the","best","possible","way",4
"the","best","seat","in",3
"the","best","song","ever",5
"the","best","that","i",3
"the","best","thing","about",16
"the","best","thing","for",8
"the","best","thing","i",19
"the","best","thing","in",9
"the","best","thing","that",8
"the","best","thing","to",18
"the","best","things","about",5
"the","best","time","to",17
"the","best","way","for",7
"the","best","way","to",114
"the","best","ways","to",11
"the","best","we","can",13
"the","best","you","can",9
"the","better","business","bureau",9
"the","better","part","of",18
"the","big","leagues","and",4
"the","big","picture","and",4
"the","big","screen","and",4
"the","biggest","and","most",4
"the","birth","of","a",3
"the","birth","of","her",4
"the","birth","of","their",4
"the","board","of","directors",15
"the","body","of","a",5
"the","book","of","mormon",9
"the","books","i","read",5
"the","books","they","are",3
"the","bottom","of","a",23
"the","bottom","of","my",16
"the","bottom","of","the",150
"the","bottom","of","this",15
"the","bright","side","i",6
"the","bright","side","of",4
"the","bus","in","the",4
"the","busiest","day","of",3
"the","call","of","duty",3
"the","calm","before","the",3
"the","cap","to","the",3
"the","captain","of","the",7
"the","car","and","then",4
"the","car","for","the",4
"the","car","on","the",4
"the","case","of","the",16
"the","cast","and","crew",6
"the","cast","of","the",3
"the","cat","in","the",5
"the","center","of","a",16
"the","center","of","the",51
"the","challenge","is","to",7
"the","chance","to","do",7
"the","chance","to","meet",6
"the","chance","to","see",5
"the","chance","to","take",5
"the","chance","to","win",7
"the","children","in","the",5
"the","children","of","the",3
"the","choices","you","make",4
"the","city","and","the",13
"the","city","of","chicago",4
"the","civil","rights","act",6
"the","civil","rights","movement",9
"the","closest","thing","i",3
"the","closest","thing","to",3
"the","color","of","the",9
"the","colors","of","the",7
"the","commercial","real","estate",3
"the","completion","of","the",5
"the","complexity","of","the",7
"the","conscience","of","the",3
"the","context","of","the",4
"the","core","of","the",11
"the","corner","of","the",11
"the","cost","of","a",17
"the","cost","of","an",4
"the","cost","of","the",28
"the","country","for","a",5
"the","country","in","the",5
"the","courage","to","tell",3
"the","course","of","a",14
"the","course","of","their",6
"the","creation","of","a",8
"the","credit","for","the",6
"the","criminal","justice","system",11
"the","current","state","of",12
"the","cutting","room","floor",3
"the","date","of","the",10
"the","dawn","of","time",3
"the","day","after","the",16
"the","day","i","am",16
"the","day","i","was",5
"the","day","i","will",4
"the","day","in","the",5
"the","day","it","is",9
"the","day","it","was",5
"the","day","of","the",32
"the","day","that","the",5
"the","day","they","were",3
"the","day","we","are",5
"the","day","when","i",3
"the","days","leading","up",8
"the","deadline","for","the",3
"the","death","of","a",15
"the","death","of","osama",3
"the","death","of","the",7
"the","death","penalty","in",6
"the","declaration","of","independence",7
"the","degree","to","which",3
"the","description","of","the",5
"the","design","of","the",8
"the","development","of","a",8
"the","development","of","the",8
"the","devil","wears","prada",6
"the","diary","of","a",3
"the","difference","between","a",28
"the","difference","between","the",15
"the","difference","in","the",5
"the","different","types","of",3
"the","direction","of","the",14
"the","door","for","the",4
"the","door","open","for",6
"the","drop","of","a",9
"the","dust","has","settled",3
"the","early","morning","hours",10
"the","easier","it","is",6
"the","east","coast","and",8
"the","easy","way","out",4
"the","edge","of","the",31
"the","editor","of","the",3
"the","element","of","surprise",3
"the","elephant","in","the",4
"the","end","i","will",4
"the","end","it","is",11
"the","end","it","was",7
"the","end","of","a",47
"the","end","of","an",10
"the","end","of","each",9
"the","end","of","every",6
"the","end","of","her",6
"the","end","of","his",17
"the","end","of","it",16
"the","end","of","january",5
"the","end","of","july",7
"the","end","of","june",10
"the","end","of","last",14
"the","end","of","march",14
"the","end","of","may",13
"the","end","of","my",17
"the","end","of","next",8
"the","end","of","november",4
"the","end","of","our",12
"the","end","of","that",14
"the","end","of","the",556
"the","end","of","their",14
"the","end","of","this",56
"the","end","of","world",3
"the","end","you","will",3
"the","ends","of","the",9
"the","energy","of","the",4
"the","entire","month","of",6
"the","entire","time","i",3
"the","eve","of","the",7
"the","event","of","a",9
"the","events","in","the",3
"the","exception","of","the",7
"the","existence","of","a",5
"the","expression","on","her",4
"the","extent","of","the",15
"the","eye","of","the",11
"the","eyes","of","a",8
"the","eyes","of","the",16
"the","fa","cup","final",6
"the","face","of","a",7
"the","face","of","the",29
"the","faces","of","the",4
"the","fact","is","that",8
"the","fact","it","is",4
"the","fact","that","he",26
"the","fact","that","her",4
"the","fact","that","i",90
"the","fact","that","it",26
"the","fact","that","jesus",3
"the","fact","that","many",6
"the","fact","that","no",5
"the","fact","that","one",4
"the","fact","that","she",20
"the","fact","that","some",7
"the","fact","that","the",73
"the","fact","that","there",15
"the","fact","that","they",26
"the","fact","that","this",16
"the","fact","that","we",25
"the","fact","that","you",26
"the","failure","of","the",7
"the","faint","of","heart",9
"the","family","and","friends",4
"the","far","right","and",3
"the","far","side","of",5
"the","feeling","of","being",7
"the","feeling","that","i",4
"the","feeling","when","you",3
"the","few","places","in",3
"the","few","things","that",5
"the","final","day","of",10
"the","final","round","of",3
"the","findings","of","the",4
"the","finer","points","of",5
"the","finishing","touches","on",11
"the","first","and","second",13
"the","first","day","i",8
"the","first","day","of",60
"the","first","few","minutes",3
"the","first","half","hour",3
"the","first","half","of",36
"the","first","half","was",3
"the","first","in","a",9
"the","first","in","the",9
"the","first","is","a",3
"the","first","meeting","of",3
"the","first","minutes","of",6
"the","first","of","many",10
"the","first","of","the",19
"the","first","of","their",3
"the","first","of","three",6
"the","first","one","in",4
"the","first","one","to",10
"the","first","part","of",15
"the","first","person","to",15
"the","first","quarter","of",24
"the","first","round","of",42
"the","first","season","of",5
"the","first","set","of",5
"the","first","step","in",8
"the","first","step","is",7
"the","first","thing","i",35
"the","first","thing","that",13
"the","first","thing","you",15
"the","first","time","a",7
"the","first","time","all",8
"the","first","time","and",27
"the","first","time","around",7
"the","first","time","at",13
"the","first","time","but",6
"the","first","time","by",4
"the","first","time","ever",22
"the","first","time","he",14
"the","first","time","i",93
"the","first","time","in",154
"the","first","time","it",10
"the","first","time","she",10
"the","first","time","since",56
"the","first","time","that",26
"the","first","time","the",19
"the","first","time","this",27
"the","first","time","we",19
"the","first","time","with",8
"the","first","time","you",8
"the","first","week","of",27
"the","first","weekend","of",5
"the","first","woman","to",6
"the","first","year","we",4
"the","floor","at","the",5
"the","floor","of","the",11
"the","floor","when","i",3
"the","food","and","the",5
"the","foot","of","the",9
"the","force","of","the",6
"the","form","of","a",30
"the","form","of","an",6
"the","foundation","of","the",5
"the","founder","of","the",7
"the","fourth","of","july",7
"the","freshness","of","the",3
"the","front","of","a",5
"the","front","of","the",53
"the","front","page","of",16
"the","fruit","of","the",8
"the","fun","out","of",7
"the","function","of","the",5
"the","funny","thing","is",18
"the","fuss","was","about",5
"the","future","belongs","to",5
"the","future","i","would",3
"the","future","of","the",30
"the","game","in","the",9
"the","game","is","over",5
"the","game","it","is",10
"the","game","the","whole",3
"the","game","to","the",4
"the","game","will","be",9
"the","gift","of","life",3
"the","girl","in","the",7
"the","girl","with","the",15
"the","goal","is","not",3
"the","goal","is","to",31
"the","good","news","about",3
"the","good","news","i",5
"the","good","news","is",31
"the","good","old","days",9
"the","good","side","of",4
"the","good","the","bad",9
"the","good","thing","about",5
"the","gospel","according","to",3
"the","great","things","about",5
"the","green","on","the",3
"the","grocery","store","on",3
"the","ground","and","the",3
"the","ground","floor","of",6
"the","gulf","of","mexico",22
"the","guy","behind","the",3
"the","guy","is","a",4
"the","guy","on","the",6
"the","guy","who","made",6
"the","guy","who","wrote",4
"the","guy","with","the",6
"the","hall","of","fame",23
"the","hands","of","a",20
"the","hang","of","it",6
"the","hardest","part","about",5
"the","hardest","part","of",10
"the","head","and","the",3
"the","head","of","the",39
"the","head","with","a",13
"the","head","with","the",3
"the","health","care","law",4
"the","health","care","system",4
"the","health","of","your",3
"the","heart","and","soul",4
"the","heart","of","a",8
"the","heart","of","the",30
"the","heat","of","the",16
"the","heck","are","you",6
"the","heck","out","of",7
"the","hell","is","going",6
"the","hell","out","of",22
"the","help","of","the",11
"the","high","price","of",3
"the","highest","in","the",8
"the","highest","quality","of",3
"the","highlight","of","my",10
"the","highlight","of","the",14
"the","highlights","of","my",5
"the","highlights","of","the",9
"the","history","of","our",6
"the","history","of","the",37
"the","holiday","season","is",4
"the","holy","grail","of",3
"the","home","of","a",6
"the","home","of","the",22
"the","hospital","to","be",5
"the","host","of","the",8
"the","house","in","the",6
"the","house","it","is",3
"the","house","of","the",8
"the","house","with","a",7
"the","hunger","games","in",4
"the","hunger","games","was",4
"the","hunt","for","a",3
"the","ice","cream","truck",6
"the","idea","for","the",7
"the","idea","of","a",14
"the","ides","of","march",6
"the","image","of","the",10
"the","impact","of","their",3
"the","importance","of","having",6
"the","importance","of","the",16
"the","importance","of","this",4
"the","important","question","is",3
"the","important","thing","is",10
"the","impression","that","a",3
"the","ins","and","outs",3
"the","inside","of","a",4
"the","inside","of","the",30
"the","inspiration","for","the",5
"the","invention","of","the",4
"the","irony","is","that",4
"the","issues","facing","the",3
"the","key","is","to",5
"the","key","to","success",10
"the","key","to","the",7
"the","kids","and","the",4
"the","kids","i","am",5
"the","kids","to","the",8
"the","kind","of","guy",12
"the","kind","of","person",9
"the","kind","of","thing",7
"the","king","of","kings",4
"the","king","of","the",12
"the","kitchen","with","a",4
"the","lack","of","an",4
"the","lady","at","the",4
"the","language","of","the",7
"the","last","chance","to",4
"the","last","couple","days",3
"the","last","couple","of",42
"the","last","couple","weeks",8
"the","last","day","for",7
"the","last","day","of",39
"the","last","day","to",20
"the","last","episode","of",8
"the","last","few","days",21
"the","last","few","months",17
"the","last","few","weeks",33
"the","last","few","years",27
"the","last","game","of",4
"the","last","half","of",6
"the","last","minute","to",5
"the","last","minutes","of",8
"the","last","of","her",4
"the","last","of","our",4
"the","last","of","the",25
"the","last","one","i",5
"the","last","pages","of",3
"the","last","part","of",6
"the","last","piece","of",3
"the","last","possible","minute",3
"the","last","thing","he",6
"the","last","thing","i",16
"the","last","thing","they",4
"the","last","thing","you",6
"the","last","three","years",29
"the","last","time","a",10
"the","last","time","i",51
"the","last","time","it",6
"the","last","time","that",8
"the","last","time","we",18
"the","last","time","you",19
"the","last","two","days",13
"the","last","two","months",6
"the","last","two","weeks",23
"the","last","two","years",35
"the","last","week","of",15
"the","last","year","i",4
"the","last","year","or",4
"the","last","years","or",3
"the","latest","issue","of",6
"the","launch","of","the",7
"the","law","and","the",4
"the","law","of","the",5
"the","lead","role","in",5
"the","lead","singer","of",4
"the","leader","of","the",13
"the","leading","cause","of",7
"the","least","amount","of",5
"the","left","side","of",23
"the","length","of","the",20
"the","lesser","of","two",6
"the","library","of","congress",5
"the","life","and","times",5
"the","life","of","a",18
"the","life","of","me",12
"the","life","of","the",25
"the","life","out","of",5
"the","light","at","the",5
"the","light","in","the",5
"the","light","of","day",12
"the","light","of","the",12
"the","line","at","the",5
"the","line","for","the",4
"the","line","of","duty",9
"the","line","of","the",4
"the","lion","the","witch",3
"the","list","goes","on",8
"the","little","boy","who",3
"the","little","things","that",7
"the","lives","of","others",4
"the","living","room","and",13
"the","living","room","of",6
"the","lobby","of","the",5
"the","longest","day","of",5
"the","longest","time","i",4
"the","look","of","the",11
"the","look","out","for",9
"the","lord","of","the",10
"the","loss","of","her",6
"the","loss","of","one",6
"the","loss","of","the",13
"the","love","of","god",18
"the","love","of","the",8
"the","lower","east","side",5
"the","lowest","common","denominator",3
"the","luck","of","the",6
"the","mac","and","cheese",3
"the","main","thing","is",4
"the","majority","of","the",36
"the","majority","of","their",5
"the","making","of","the",7
"the","makings","of","a",8
"the","mall","of","america",5
"the","man","behind","the",6
"the","man","i","am",4
"the","man","in","the",11
"the","man","may","have",3
"the","man","who","has",5
"the","man","who","made",3
"the","march","of","dimes",4
"the","meaning","of","life",9
"the","meaning","of","the",9
"the","memory","of","the",3
"the","men","and","women",20
"the","men","on","the",3
"the","men","who","died",3
"the","menu","for","the",3
"the","merits","of","the",4
"the","message","of","the",4
"the","message","that","the",4
"the","metropolitan","museum","of",4
"the","middle","east","and",10
"the","middle","of","a",41
"the","middle","of","her",4
"the","middle","of","his",4
"the","middle","of","it",5
"the","middle","of","reading",3
"the","middle","of","the",169
"the","mind","of","a",6
"the","mind","of","the",6
"the","mission","of","the",7
"the","mistakes","of","the",3
"the","month","of","march",4
"the","month","of","may",11
"the","more","i","realize",3
"the","more","i","think",5
"the","more","the","merrier",8
"the","morning","and","i",6
"the","morning","when","i",3
"the","most","amazing","people",3
"the","most","beautiful","places",4
"the","most","commonly","used",6
"the","most","important","day",3
"the","most","important","part",11
"the","most","important","thing",28
"the","most","important","things",7
"the","most","of","it",14
"the","most","of","the",11
"the","most","out","of",14
"the","most","recent","one",3
"the","most","wonderful","time",5
"the","mother","of","all",6
"the","mountains","for","a",3
"the","muscles","in","my",3
"the","music","and","the",4
"the","name","of","a",19
"the","name","of","the",64
"the","name","of","your",8
"the","names","of","the",14
"the","national","association","of",30
"the","national","museum","of",8
"the","nature","of","the",23
"the","need","for","a",10
"the","need","to","change",3
"the","need","to","have",5
"the","new","face","of",4
"the","new","orleans","saints",12
"the","new","president","of",5
"the","new","section","of",4
"the","new","world","order",7
"the","new","york","city",21
"the","new","york","jets",8
"the","new","york","post",9
"the","new","york","state",6
"the","new","york","times",58
"the","new","york","yankees",11
"the","news","of","the",16
"the","next","best","thing",9
"the","next","big","thing",12
"the","next","couple","days",6
"the","next","couple","of",33
"the","next","day","he",8
"the","next","day","i",12
"the","next","day","it",4
"the","next","day","or",6
"the","next","day","they",3
"the","next","few","days",41
"the","next","few","months",22
"the","next","few","weeks",29
"the","next","few","years",14
"the","next","five","years",11
"the","next","generation","of",18
"the","next","level","the",3
"the","next","morning","at",3
"the","next","person","to",4
"the","next","phase","of",5
"the","next","round","of",11
"the","next","set","of",3
"the","next","step","in",5
"the","next","step","is",10
"the","next","three","years",12
"the","next","time","i",14
"the","next","time","you",19
"the","next","two","days",11
"the","next","two","months",9
"the","next","two","weeks",17
"the","next","two","years",12
"the","next","week","and",8
"the","next","week","or",11
"the","next","year","or",8
"the","nick","of","time",3
"the","night","before","the",9
"the","night","of","the",11
"the","nobel","peace","prize",3
"the","north","side","of",13
"the","number","of","people",38
"the","number","of","the",4
"the","number","of","times",5
"the","office","of","the",15
"the","oklahoma","city","thunder",6
"the","old","days","when",3
"the","older","i","get",7
"the","one","about","the",3
"the","one","good","thing",3
"the","one","i","just",5
"the","one","i","want",7
"the","one","in","the",11
"the","one","in","which",4
"the","one","of","the",8
"the","one","on","the",14
"the","one","that","got",4
"the","one","that","has",3
"the","one","that","is",13
"the","one","that","was",6
"the","one","thing","i",12
"the","one","thing","that",13
"the","one","thing","you",5
"the","one","we","are",3
"the","one","who","has",5
"the","one","who","is",17
"the","one","with","the",21
"the","one","you","are",3
"the","ones","that","are",9
"the","ones","that","have",5
"the","ones","who","are",7
"the","ones","with","the",6
"the","only","difference","between",5
"the","only","difference","is",4
"the","only","one","in",12
"the","only","one","of",10
"the","only","one","on",5
"the","only","one","to",10
"the","only","one","who",51
"the","only","one","with",10
"the","only","ones","who",9
"the","only","part","of",6
"the","only","people","who",8
"the","only","person","in",13
"the","only","person","who",24
"the","only","place","that",8
"the","only","problem","with",3
"the","only","thing","better",5
"the","only","thing","i",52
"the","only","thing","on",7
"the","only","thing","that",50
"the","only","thing","to",8
"the","only","thing","worse",7
"the","only","time","we",5
"the","only","way","i",8
"the","only","way","that",5
"the","only","way","to",56
"the","only","way","we",4
"the","only","way","you",7
"the","opening","day","of",4
"the","opening","of","the",24
"the","opinions","of","others",4
"the","opportunity","to","be",11
"the","opportunity","to","meet",4
"the","opportunity","to","see",8
"the","opportunity","to","work",5
"the","opposite","of","the",4
"the","opposite","side","of",7
"the","order","of","the",9
"the","original","which","is",3
"the","other","but","i",3
"the","other","day","and",23
"the","other","day","i",24
"the","other","day","in",6
"the","other","day","it",4
"the","other","day","my",4
"the","other","end","but",3
"the","other","end","of",19
"the","other","half","is",5
"the","other","hand","i",11
"the","other","hand","is",7
"the","other","hand","it",6
"the","other","hand","the",15
"the","other","hand","was",7
"the","other","is","a",10
"the","other","night","at",4
"the","other","side","is",7
"the","other","side","of",76
"the","other","side","until",3
"the","other","way","around",19
"the","oven","for","minutes",5
"the","parents","of","the",4
"the","parking","lot","at",7
"the","parking","lot","of",19
"the","part","of","the",24
"the","part","that","is",5
"the","part","where","the",3
"the","party","of","the",4
"the","passenger","side","of",3
"the","past","and","present",6
"the","past","and","the",5
"the","past","couple","of",19
"the","past","decade","or",3
"the","past","few","days",27
"the","past","few","months",18
"the","past","few","seasons",3
"the","past","few","years",41
"the","past","five","years",22
"the","past","three","weeks",3
"the","past","two","days",7
"the","past","two","weeks",13
"the","past","two","years",38
"the","past","week","and",3
"the","past","year","with",3
"the","people","around","you",6
"the","people","at","the",5
"the","people","i","am",6
"the","people","in","the",14
"the","people","of","the",10
"the","people","that","are",6
"the","people","who","are",16
"the","people","who","came",3
"the","people","who","have",9
"the","people","who","make",6
"the","people","who","work",3
"the","people","you","are",4
"the","perception","of","the",3
"the","perfect","gift","for",5
"the","perfect","place","for",4
"the","perfect","time","to",14
"the","perfect","way","to",7
"the","person","in","the",3
"the","person","who","has",6
"the","person","who","is",6
"the","person","who","made",3
"the","phone","with","a",4
"the","place","of","the",3
"the","place","to","be",20
"the","place","to","go",7
"the","place","was","packed",5
"the","plan","was","to",11
"the","pledge","of","allegiance",5
"the","point","in","being",3
"the","point","of","being",4
"the","point","of","it",4
"the","point","of","the",12
"the","point","where","i",17
"the","possibilities","are","endless",4
"the","possibility","of","a",16
"the","potential","of","the",4
"the","potential","to","be",6
"the","power","of","prayer",5
"the","power","of","the",34
"the","power","to","make",8
"the","powers","that","be",4
"the","presence","of","a",3
"the","presence","of","mind",3
"the","president","of","the",23
"the","price","is","right",9
"the","price","of","a",11
"the","price","of","admission",5
"the","price","of","one",6
"the","price","of","the",11
"the","problem","is","not",9
"the","problem","is","that",21
"the","process","by","which",3
"the","process","of","being",5
"the","process","of","getting",7
"the","producers","of","the",4
"the","product","of","a",7
"the","project","i","am",4
"the","promotion","of","the",3
"the","pros","and","cons",3
"the","publication","of","the",6
"the","pulse","of","the",4
"the","purchase","of","a",6
"the","purpose","of","the",14
"the","quality","of","the",31
"the","queen","of","the",3
"the","question","is","are",3
"the","question","is","can",4
"the","question","is","do",5
"the","race","for","the",7
"the","real","estate","market",7
"the","real","question","is",7
"the","rear","of","the",13
"the","reason","for","this",10
"the","reason","i","am",7
"the","reason","we","are",5
"the","reason","why","i",10
"the","reason","why","we",3
"the","red","carpet","at",8
"the","red","white","and",4
"the","release","of","the",13
"the","release","of","their",4
"the","remainder","of","the",27
"the","response","to","the",5
"the","responsibility","of","the",10
"the","rest","of","her",11
"the","rest","of","his",23
"the","rest","of","it",14
"the","rest","of","my",67
"the","rest","of","the",530
"the","rest","of","their",12
"the","rest","of","them",9
"the","rest","of","this",17
"the","rest","of","us",65
"the","rest","of","your",35
"the","results","of","the",16
"the","results","of","these",4
"the","return","of","the",13
"the","rich","and","famous",3
"the","right","amount","of",13
"the","right","and","the",5
"the","right","kind","of",5
"the","right","of","the",5
"the","right","of","way",4
"the","right","path","to",5
"the","right","place","at",6
"the","right","side","and",5
"the","right","side","of",29
"the","right","size","for",7
"the","right","thing","and",6
"the","right","thing","to",27
"the","right","time","to",3
"the","right","to","be",5
"the","right","to","call",3
"the","right","to","their",3
"the","rights","of","all",6
"the","rights","of","the",5
"the","rise","and","fall",5
"the","rise","of","the",7
"the","road","to","the",8
"the","rock","and","roll",25
"the","rock","n","roll",6
"the","rocky","horror","picture",3
"the","role","of","the",17
"the","roof","of","a",5
"the","roof","of","the",16
"the","room","it","is",3
"the","root","cause","of",5
"the","rule","of","law",15
"the","rules","of","engagement",5
"the","rules","of","the",6
"the","run","for","the",4
"the","s","and","s",63
"the","s","it","is",5
"the","s","that","is",4
"the","safety","of","our",4
"the","same","age","group",3
"the","same","amount","of",18
"the","same","as","for",5
"the","same","as","the",16
"the","same","class","as",3
"the","same","goes","for",8
"the","same","high","school",5
"the","same","i","am",4
"the","same","kind","of",19
"the","same","level","of",4
"the","same","mistake","twice",3
"the","same","old","thing",4
"the","same","price","as",3
"the","same","school","and",3
"the","same","school","as",3
"the","same","size","as",4
"the","same","thing","a",3
"the","same","thing","and",8
"the","same","thing","as",16
"the","same","thing","but",5
"the","same","thing","every",4
"the","same","thing","for",6
"the","same","thing","i",11
"the","same","thing","in",10
"the","same","thing","over",9
"the","same","thing","with",7
"the","same","things","that",3
"the","same","time","as",19
"the","same","time","because",3
"the","same","time","but",4
"the","same","time","he",9
"the","same","time","i",32
"the","same","time","it",19
"the","same","time","period",5
"the","same","time","this",4
"the","same","time","you",14
"the","same","type","of",12
"the","same","way","about",6
"the","same","way","as",8
"the","same","way","he",3
"the","same","way","i",12
"the","same","way","that",10
"the","same","way","with",3
"the","san","fernando","valley",4
"the","scene","of","the",10
"the","school","parking","lot",3
"the","school","year","and",7
"the","search","for","a",6
"the","search","for","the",6
"the","season","finale","of",8
"the","second","day","of",6
"the","second","half","and",15
"the","second","half","of",35
"the","second","part","of",11
"the","second","round","of",21
"the","second","time","in",21
"the","second","to","last",4
"the","second","week","of",6
"the","secret","to","a",4
"the","secretary","of","state",5
"the","sense","that","it",3
"the","separation","of","church",6
"the","shade","of","a",5
"the","shadow","of","the",5
"the","short","term","but",3
"the","show","is","not",3
"the","show","will","be",5
"the","side","effects","of",4
"the","side","of","a",19
"the","side","of","the",59
"the","sign","of","a",8
"the","simplest","way","to",5
"the","site","of","the",30
"the","size","of","a",36
"the","size","of","our",5
"the","size","of","the",57
"the","size","of","your",13
"the","sky","is","the",8
"the","sole","purpose","of",6
"the","soul","of","a",3
"the","soul","of","the",6
"the","sound","of","a",8
"the","sound","of","the",17
"the","sounds","and","smells",3
"the","sounds","of","the",7
"the","source","of","the",9
"the","south","side","of",14
"the","space","between","the",3
"the","speaker","of","the",6
"the","spirit","of","the",22
"the","spring","and","summer",5
"the","spur","of","the",3
"the","st","century","will",3
"the","stage","for","a",9
"the","star","of","the",5
"the","start","of","a",17
"the","start","of","our",4
"the","start","of","the",71
"the","starting","point","of",3
"the","state","of","new",12
"the","state","of","north",3
"the","state","of","ohio",10
"the","state","of","the",23
"the","status","of","the",11
"the","steps","to","the",4
"the","store","to","get",3
"the","story","behind","the",4
"the","story","of","a",15
"the","story","of","how",10
"the","story","of","my",7
"the","story","of","the",22
"the","street","from","the",15
"the","strength","of","the",19
"the","structure","of","the",8
"the","subject","of","an",8
"the","subject","of","the",11
"the","success","of","the",14
"the","surface","of","the",15
"the","talk","of","the",5
"the","task","at","hand",9
"the","taste","of","the",6
"the","team","and","his",3
"the","team","at","the",3
"the","team","they","are",3
"the","team","will","be",5
"the","test","of","time",5
"the","th","and","th",11
"the","th","anniversary","of",41
"the","th","circle","of",3
"the","th","day","of",5
"the","th","floor","of",5
"the","th","to","the",4
"the","theme","of","the",7
"the","thing","in","the",3
"the","thing","is","i",8
"the","thing","to","do",5
"the","things","i","have",11
"the","things","i","would",5
"the","things","that","are",9
"the","things","that","i",16
"the","things","that","make",4
"the","things","that","we",4
"the","things","that","were",4
"the","things","they","are",3
"the","things","we","do",7
"the","things","we","have",10
"the","third","time","in",10
"the","third","year","in",3
"the","three","of","us",12
"the","time","and","has",3
"the","time","but","i",7
"the","time","but","this",4
"the","time","has","for",7
"the","time","he","is",4
"the","time","he","was",10
"the","time","i","am",17
"the","time","i","do",7
"the","time","i","got",13
"the","time","i","have",6
"the","time","i","was",12
"the","time","i","would",7
"the","time","it","is",14
"the","time","it","was",11
"the","time","of","day",8
"the","time","of","my",4
"the","time","of","our",4
"the","time","of","year",12
"the","time","of","your",6
"the","time","so","i",3
"the","time","they","are",8
"the","time","they","have",3
"the","time","to","get",7
"the","time","to","listen",3
"the","time","to","look",5
"the","time","to","take",6
"the","time","we","have",5
"the","time","when","i",9
"the","time","when","the",6
"the","time","you","have",6
"the","tip","of","the",14
"the","title","of","the",10
"the","titles","of","the",4
"the","tone","for","the",8
"the","tone","of","the",6
"the","top","and","bottom",7
"the","top","of","a",11
"the","top","of","my",34
"the","top","of","our",4
"the","top","of","the",191
"the","top","of","their",9
"the","tour","of","the",6
"the","trick","is","to",7
"the","true","nature","of",8
"the","true","spirit","of",3
"the","true","story","of",8
"the","truth","is","i",7
"the","truth","of","the",7
"the","turn","of","the",11
"the","two","of","them",19
"the","two","of","us",20
"the","two","of","you",12
"the","type","of","person",5
"the","united","states","and",50
"the","united","states","government",7
"the","united","states","in",23
"the","united","states","is",17
"the","united","states","of",15
"the","united","states","there",4
"the","united","states","to",9
"the","university","of","california",16
"the","university","of","chicago",10
"the","university","of","houston",3
"the","university","of","kentucky",4
"the","university","of","missouri",12
"the","university","of","washington",6
"the","us","and","canada",8
"the","us","and","europe",4
"the","us","as","a",5
"the","us","district","court",7
"the","us","supreme","court",26
"the","use","of","the",15
"the","value","of","a",10
"the","value","of","the",17
"the","value","of","your",4
"the","values","of","the",3
"the","vast","majority","of",32
"the","victim","of","a",9
"the","victims","of","the",7
"the","view","from","the",5
"the","view","of","the",7
"the","voice","of","the",11
"the","wall","street","journal",28
"the","war","on","terror",5
"the","warmth","of","the",7
"the","water","in","the",10
"the","water","of","the",4
"the","way","back","to",19
