"w1","w2","rank"
"facebook","even",7
"facebook","friend",5
"facebook","friends",33
"facebook","google",10
"facebook","group",14
"facebook","groups",4
"facebook","instagram",4
"facebook","likes",7
"facebook","linkedin",8
"facebook","make",5
"facebook","one",6
"facebook","page",223
"facebook","pages",17
"facebook","people",4
"facebook","pictures",4
"facebook","post",13
"facebook","social",7
"facebook","status",16
"facebook","twitter",102
"facebook","updates",9
"facebook","users",7
"facebook","will",22
"faced","court",3
"faces","behind",3
"faces","crowd",4
"faces","names",4
"faces","new",8
"faces","one",7
"faces","people",4
"faces","possible",4
"faces","will",3
"faces","years",26
"facial","expression",7
"facial","expressions",14
"facial","hair",21
"facing","foreclosure",7
"facing","tough",4
"fact","able",3
"fact","actually",8
"fact","allowed",3
"fact","already",9
"fact","american",5
"fact","back",4
"fact","better",6
"fact","big",4
"fact","black",5
"fact","can",28
"fact","change",5
"fact","city",3
"fact","entire",7
"fact","even",18
"fact","everyone",7
"fact","face",3
"fact","finding",4
"fact","first",9
"fact","get",14
"fact","given",5
"fact","god",6
"fact","going",12
"fact","gone",5
"fact","great",9
"fact","high",5
"fact","just",21
"fact","life",8
"fact","like",13
"fact","little",8
"fact","lives",4
"fact","look",7
"fact","lost",6
"fact","lot",5
"fact","made",10
"fact","many",32
"fact","matter",11
"fact","may",10
"fact","moms",3
"fact","mother",3
"fact","much",8
"fact","never",8
"fact","new",5
"fact","nobody",4
"fact","nothing",7
"fact","now",7
"fact","one",28
"fact","opposite",3
"fact","parents",4
"fact","people",15
"fact","play",3
"fact","played",3
"fact","real",6
"fact","really",8
"fact","right",6
"fact","say",3
"fact","school",4
"fact","seen",3
"fact","sheet",3
"fact","small",3
"fact","something",5
"fact","state",6
"fact","still",19
"fact","theyve",5
"fact","thing",5
"fact","think",14
"fact","told",3
"fact","true",5
"fact","two",8
"fact","us",5
"fact","want",8
"fact","will",24
"fact","women",4
"fact","years",5
"factor","decision",8
"factor","may",4
"factor","will",3
"factors","consider",5
"factors","may",6
"factory","farms",3
"factory","workers",12
"facts","figures",10
"facts","get",4
"facts","life",7
"facts","show",3
"facts","straight",8
"faculty","members",18
"faculty","students",14
"fade","away",21
"fades","away",3
"fading","away",8
"fail","can",4
"fail","make",6
"fail","miserably",5
"fail","see",8
"fail","will",3
"failed","attempts",7
"failed","deliver",4
"failed","get",8
"failed","little",4
"failed","miserably",15
"failed","test",8
"fails","get",3
"fails","take",8
"failure","just",6
"failure","one",6
"failure","will",10
"faint","heart",9
"fair","amount",25
"fair","bit",14
"fair","chance",5
"fair","city",5
"fair","enough",43
"fair","everyone",4
"fair","game",14
"fair","got",5
"fair","make",3
"fair","one",4
"fair","people",5
"fair","play",7
"fair","price",11
"fair","say",21
"fair","shake",8
"fair","share",42
"fair","shot",9
"fair","trade",12
"fair","use",20
"fair","way",3
"fair","well",3
"fair","will",13
"fairly","certain",8
"fairly","common",9
"fairly","consistent",5
"fairly","early",4
"fairly","easily",5
"fairly","easy",12
"fairly","equally",4
"fairly","good",12
"fairly","high",6
"fairly","new",5
"fairly","obvious",3
"fairly","recent",3
"fairly","short",4
"fairly","soon",6
"fairly","well",10
"fairmont","hotel",9
"fairy","dust",9
"fairy","godmother",5
"fairy","tale",25
"fairy","tales",38
"faith","action",5
"faith","also",4
"faith","can",8
"faith","god",16
"faith","hope",9
"faith","love",8
"faith","need",3
"faith","today",3
"faith","us",3
"faith","will",18
"faith","without",5
"fake","eyelashes",3
"fake","mustache",3
"fake","nails",5
"fake","one",5
"falkland","islands",8
"fall","apart",29
"fall","april",3
"fall","asleep",169
"fall","back",43
"fall","behind",17
"fall","categories",4
"fall","category",7
"fall","collection",8
"fall","color",5
"fall","day",16
"fall","deaf",3
"fall","end",3
"fall","even",6
"fall","evening",4
"fall","far",14
"fall","festival",6
"fall","flat",6
"fall","grace",8
"fall","happy",3
"fall","hard",5
"fall","issue",5
"fall","least",5
"fall","line",11
"fall","little",5
"fall","love",114
"fall","may",7
"fall","new",4
"fall","one",16
"fall","place",17
"fall","prey",10
"fall","quarter",4
"fall","season",12
"fall","semester",11
"fall","short",19
"fall","shows",5
"fall","since",4
"fall","spring",4
"fall","think",5
"fall","time",9
"fall","top",3
"fall","way",4
"fall","well",5
"fall","will",21
"fall","winter",29
"fall","world",4
"fallen","angels",4
"fallen","asleep",11
"fallen","heroes",3
"fallen","love",17
"fallen","trees",6
"falling","apart",45
"falling","asleep",64
"falling","back",7
"falling","behind",20
"falling","face",4
"falling","just",3
"falling","love",48
"falling","short",10
"falling","sky",5
"falling","will",3
"fallopian","tubes",3
"falls","apart",12
"falls","category",6
"falls","just",5
"falls","love",16
"falls","ny",6
"falls","place",4
"falls","short",10
"falls","way",3
"false","charges",3
"false","hope",5
"false","sense",8
"false","start",4
"false","statements",16
"fame","first",5
"fame","fortune",6
"fame","next",4
"familiar","faces",15
"familiar","know",3
"families","also",6
"families","can",15
"families","children",20
"families","communities",8
"families","friends",12
"families","getting",4
"families","heard",3
"families","hope",3
"families","just",5
"families","like",6
"families","made",3
"families","people",8
"families","small",5
"families","together",6
"families","waiting",3
"family","affair",6
"family","along",3
"family","already",6
"family","also",19
"family","always",18
"family","around",6
"family","asked",6
"family","back",9
"family","best",8
"family","business",27
"family","call",4
"family","came",15
"family","can",30
"family","cant",8
"family","car",6
"family","celebrate",3
"family","child",6
"family","children",6
"family","christmas",8
"family","church",7
"family","circle",5
"family","court",12
"family","crest",3
"family","crisis",4
"family","dad",3
"family","day",16
"family","dinner",14
"family","dinners",5
"family","doctors",3
"family","dog",11
"family","eating",5
"family","emergency",5
"family","enjoy",6
"family","even",11
"family","event",8
"family","events",7
"family","everything",7
"family","families",9
"family","family",13
"family","farm",9
"family","feel",6
"family","first",7
"family","five",7
"family","four",12
"family","friend",22
"family","friendly",13
"family","friends",240
"family","fun",23
"family","get",22
"family","gets",6
"family","go",11
"family","god",7
"family","goes",4
"family","going",15
"family","good",15
"family","got",18
"family","greatest",4
"family","grown",4
"family","guy",41
"family","hands",3
"family","health",9
"family","help",4
"family","hired",5
"family","holiday",4
"family","home",28
"family","hope",11
"family","husband",8
"family","important",8
"family","included",5
"family","issues",6
"family","just",20
"family","know",14
"family","late",6
"family","law",23
"family","leave",10
"family","life",47
"family","like",11
"family","line",4
"family","little",8
"family","live",5
"family","lived",20
"family","lives",18
"family","living",12
"family","local",4
"family","looking",5
"family","lost",7
"family","lots",3
"family","loved",17
"family","loves",9
"family","man",21
"family","many",13
"family","matters",12
"family","may",7
"family","medical",4
"family","medicine",12
"family","member",56
"family","members",229
"family","might",6
"family","money",5
"family","mother",5
"family","move",4
"family","moved",18
"family","much",10
"family","must",9
"family","need",6
"family","never",11
"family","new",13
"family","now",13
"family","old",4
"family","one",25
"family","outing",4
"family","owned",12
"family","people",5
"family","photos",15
"family","pictures",8
"family","place",5
"family","planning",18
"family","portrait",5
"family","really",14
"family","recipe",4
"family","rest",4
"family","reunion",20
"family","reunions",4
"family","right",7
"family","room",41
"family","safe",4
"family","said",56
"family","says",16
"family","see",11
"family","side",3
"family","since",8
"family","sister",3
"family","sometimes",3
"family","stay",7
"family","still",15
"family","stop",3
"family","stories",4
"family","success",4
"family","support",10
"family","take",6
"family","things",7
"family","think",7
"family","though",4
"family","thoughts",3
"family","three",8
"family","ties",8
"family","time",43
"family","together",16
"family","torn",3
"family","tradition",10
"family","tree",20
"family","trip",6
"family","two",8
"family","vacation",21
"family","values",12
"family","visiting",4
"family","want",5
"family","weekend",3
"family","weeks",3
"family","well",16
"family","went",16
"family","whose",4
"family","will",67
"family","without",8
"family","work",10
"famous","infamous",4
"famous","one",4
"famous","people",19
"fan","allowed",3
"fan","also",5
"fan","base",48
"fan","blog",5
"fan","club",27
"fan","ever",4
"fan","just",13
"fan","last",4
"fan","long",3
"fan","mail",14
"fan","now",4
"fan","one",7
"fan","sure",4
"fan","teams",3
"fan","will",18
"fancy","clothes",3
"fancy","dress",7
"fancy","just",6
"faneuil","hall",4
"fannie","freddie",16
"fannie","mae",29
"fanny","pack",11
"fans","alike",3
"fans","always",9
"fans","anyone",5
"fans","around",7
"fans","back",7
"fans","baseball",3
"fans","big",3
"fans","can",40
"fans","everywhere",3
"fans","facebook",5
"fans","feel",7
"fans","felt",3
"fans","give",6
"fans","just",11
"fans","know",13
"fans","like",17
"fans","love",31
"fans","media",7
"fans","miss",4
"fans","one",8
"fans","probably",3
"fans","really",7
"fans","say",5
"fans","see",11
"fans","showed",5
"fans","sometimes",4
"fans","still",11
"fans","team",6
"fans","think",13
"fans","three",3
"fans","want",23
"fans","well",7
"fans","will",65
"fantastic","job",24
"fantastic","just",6
"fantastic","mr",3
"fantastic","news",9
"fantastic","view",6
"fantastic","way",4
"fantasy","baseball",24
"fantasy","football",34
"fantasy","just",4
"fantasy","league",6
"fantasy","life",5
"fantasy","story",4
"fantasy","world",4
"far","advanced",3
"far","ahead",20
"far","always",4
"far","apart",11
"far","appealing",3
"far","aware",4
"far","away",194
"far","back",37
"far","behind",34
"far","best",25
"far","better",52
"far","beyond",29
"far","bigger",4
"far","biggest",5
"far","can",52
"far","cant",8
"far","certain",6
"far","comfortable",4
"far","common",5
"far","concerned",31
"far","couple",3
"far","cry",20
"far","different",15
"far","done",4
"far","early",4
"far","east",14
"far","end",13
"far","enough",33
"far","even",5
"far","eye",6
"far","far",27
"far","favorite",12
"far","fewer",16
"far","first",8
"far","get",6
"far","go",14
"far","going",7
"far","gone",9
"far","good",57
"far","got",8
"far","gotten",3
"far","greater",13
"far","greatest",5
"far","higher",5
"far","hit",3
"far","home",13
"far","important",14
"far","include",5
"far","just",20
"far","know",33
"far","last",4
"far","less",51
"far","life",5
"far","like",15
"far","line",6
"far","little",5
"far","long",20
"far","love",10
"far","managed",4
"far","many",15
"far","mind",5
"far","much",36
"far","north",11
"far","often",8
"far","one",29
"far","outside",3
"far","perfect",6
"far","place",4
"far","played",4
"far","raised",4
"far","really",10
"far","recommend",3
"far","right",19
"far","rockaway",3
"far","say",13
"far","season",9
"far","seen",4
"far","serious",5
"far","side",7
"far","simply",3
"far","south",16
"far","still",7
"far","successful",5
"far","superior",11
"far","think",17
"far","though",7
"far","throw",3
"far","time",8
"far","today",12
"far","tree",8
"far","truth",4
"far","two",7
"far","us",4
"far","want",5
"far","way",4
"far","well",4
"far","wide",8
"far","will",25
"far","without",5
"far","worse",9
"far","worst",5
"far","year",43
"fared","well",7
"farm","animals",12
"farm","workers",7
"farmers","market",153
"farmers","markets",42
"farmers","union",3
"farmers","wife",3
"farms","will",3
"farther","apart",4
"farther","away",13
"fascinating","look",4
"fascinating","one",3
"fascinating","see",6
"fashion","bloggers",4
"fashion","design",3
"fashion","designer",14
"fashion","faux",5
"fashion","friday",6
"fashion","industry",6
"fashion","island",4
"fashion","police",4
"fashion","sense",7
"fashion","show",82
"fashion","statement",7
"fashion","students",3
"fashion","style",9
"fashion","week",43
"fast","approaching",20
"fast","becoming",10
"fast","break",18
"fast","can",21
"fast","cars",5
"fast","easy",11
"fast","enough",51
"fast","food",80
"fast","foods",5
"fast","forward",54
"fast","furious",27
"fast","get",11
"fast","going",9
