"w1","w2","w3","rank"
"able","get","back",8
"able","go","back",6
"academy","motion","picture",5
"accept","credit","cards",8
"according","new","research",4
"according","new","study",6
"according","pew","research",6
"across","north","america",7
"across","social","media",5
"actually","get","started",3
"actually","looks","like",6
"add","insult","injury",3
"administrator","lisa","jackson",4
"adult","stem","cells",6
"affordable","care","act",33
"afghans","will","fully",3
"african","american","history",5
"african","american","woman",3
"age","race","gender",4
"ago","fell","love",3
"ago","never","looked",4
"ago","will","get",3
"aint","got","nothing",9
"aint","talkin","bout",6
"air","conditioning","unit",5
"air","force","base",23
"alexander","graham","bell",4
"almost","every","day",22
"almost","every","night",8
"almost","five","years",7
"almost","good","true",4
"almost","looks","like",4
"almost","never","happens",4
"almost","seems","like",3
"almost","three","years",10
"almost","two","weeks",3
"almost","two","years",13
"almost","upon","us",5
"almost","years","ago",14
"almost","years","old",6
"along","east","coast",5
"along","just","fine",6
"already","know","going",3
"already","know","will",7
"already","looking","forward",11
"already","taken","care",4
"also","big","fan",3
"also","can","use",3
"also","felt","like",4
"also","first","time",6
"also","good","idea",3
"also","like","thank",4
"also","look","like",3
"also","looking","forward",8
"also","looks","like",4
"also","make","sure",7
"also","want","thank",3
"always","always","will",15
"always","back","mind",4
"always","comes","back",5
"always","feel","free",3
"always","felt","like",6
"always","good","idea",11
"always","happy","get",4
"always","happy","see",5
"always","looking","new",10
"always","makes","feel",6
"always","one","biggest",3
"always","one","favorite",5
"always","room","improvement",3
"always","soft","spot",6
"always","special","place",6
"always","thought","good",4
"always","wanted","go",19
"always","wanted","play",5
"amazing","can","get",4
"america","land","free",3
"american","airlines","flight",5
"american","cancer","society",21
"american","civil","war",5
"american","music","awards",4
"american","red","cross",20
"americas","next","top",5
"among","likely","voters",3
"amount","money","can",6
"amount","work","done",4
"angry","birds","space",7
"anna","nicole","smith",4
"announced","months","ago",3
"another","day","another",19
"another","day","go",3
"another","day","life",7
"another","day","without",5
"another","thing","like",3
"another","two","weeks",3
"another","week","two",4
"answering","questions","like",3
"anyone","else","go",3
"anyone","else","hurt",3
"anyone","else","wants",4
"anyone","interested","joining",3
"anyone","knows","anything",3
"anything","can","happen",15
"anything","can","help",10
"anything","can","think",5
"anything","else","will",5
"anything","even","remotely",3
"anything","ever","seen",4
"anything","looks","like",4
"anything","right","now",13
"anywhere","else","world",3
"apple","ceo","tim",5
"apple","fall","far",6
"april","fools","day",35
"arent","many","things",3
"arizona","new","mexico",7
"army","air","corps",3
"around","every","corner",5
"around","long","enough",8
"around","long","time",5
"around","time","started",4
"around","world","just",4
"around","world","will",8
"arrested","driving","intoxicated",5
"art","imitating","life",4
"art","new","york",9
"arthur","conan","doyle",4
"article","first","published",3
"arundel","mills","mall",4
"ask","many","questions",5
"ask","one","thing",5
"asked","last","week",4
"asked","needed","help",3
"attack","pearl","harbor",6
"attention","deficit","disorder",11
"august","last","year",3
"august","th","pm",5
"august","th","will",3
"auld","lang","syne",6
"austin","city","limits",7
"australia","new","zealand",13
"author","new","book",6
"autism","awareness","month",4
"available","upon","request",4
"award","best","actor",3
"away","anytime","soon",3
"away","every","time",4
"away","new","york",6
"away","right","now",4
"back","back","back",6
"back","bay","area",5
"back","drawing","board",14
"back","early","s",8
"back","ever","since",3
"back","feel","good",3
"back","forth","time",4
"back","high","school",20
"back","home","just",3
"back","home","new",3
"back","hotel","room",4
"back","middle","school",5
"back","new","jersey",6
"back","new","orleans",5
"back","new","york",15
"back","next","couple",3
"back","next","month",5
"back","next","week",22
"back","normal","now",3
"back","one","day",8
"back","online","soon",4
"back","real","world",8
"back","square","one",10
"back","swing","things",14
"back","th","century",5
"back","together","one",4
"back","will","help",3
"back","work","monday",6
"bad","news","good",5
"bad","right","now",13
"bad","thing","said",4
"bad","things","happen",11
"bagel","cream","cheese",3
"balanced","budget","amendment",5
"banana","cream","pie",7
"banging","head","wall",6
"baseball","hall","fame",6
"basic","human","rights",5
"beautiful","fall","day",8
"beautiful","thing","ever",3
"become","better","person",3
"become","much","less",3
"become","one","favorite",3
"bed","bath","beyond",20
"beer","tastes","good",3
"beginning","new","year",6
"behind","closed","doors",25
"ben","jerrys","ice",7
"best","ever","seen",6
"best","exotic","marigold",3
"best","feeling","world",6
"best","foot","forward",7
"best","friend","will",5
"best","gift","ever",7
"best","high","school",6
"best","interest","heart",3
"best","interests","people",4
"best","kept","secret",5
"best","management","practices",3
"best","meets","needs",3
"best","original","score",5
"best","place","find",5
"best","supporting","actress",9
"best","thing","can",9
"best","thing","done",4
"best","thing","ever",51
"best","things","can",3
"best","things","life",12
"best","way","can",5
"best","way","get",19
"best","way","go",6
"better","anyone","else",7
"better","business","bureau",16
"better","chance","winning",5
"better","even","though",5
"better","every","week",6
"better","every","year",5
"better","homes","gardens",11
"better","last","week",3
"better","late","never",26
"better","luck","next",11
"better","next","year",7
"better","safe","sorry",5
"better","time","present",3
"big","bang","theory",39
"big","blue","nation",3
"big","deal","just",5
"big","enough","hold",5
"big","fat","greek",4
"big","go","home",4
"big","happy","family",5
"bigger","better","things",11
"bill","next","week",3
"billy","bob","thornton",3
"bin","laden","dead",13
"bin","ladens","death",19
"birth","control","pills",8
"birthday","next","week",6
"bit","olive","oil",8
"bizarre","love","triangle",4
"black","eyed","peas",13
"black","history","month",20
"black","panther","party",4
"black","pepper","taste",13
"blah","blah","blah",44
"blog","last","week",4
"blood","sugar","levels",6
"blood","sweat","tears",9
"blue","cheese","salad",3
"blue","man","group",7
"bobs","red","mill",3
"book","currently","reading",3
"book","hunger","games",5
"book","will","released",4
"book","years","ago",4
"booker","t","washington",4
"books","cant","wait",3
"books","will","never",4
"bought","another","pair",3
"bought","brand","new",3
"bought","new","one",6
"bowl","cold","water",4
"bowl","last","year",3
"boy","meets","girl",3
"boys","girls","club",13
"boys","girls","men",3
"boys","will","boys",5
"bp","oil","spill",5
"brave","men","women",5
"breakfast","lunch","dinner",17
"breaking","new","ground",4
"breaks","big","oil",3
"breast","cancer","awareness",8
"breast","cancer","survivor",5
"bright","sunny","day",4
"bring","new","york",3
"bring","troops","home",4
"bring","us","back",5
"brother","art","thou",4
"brought","back","memories",8
"brought","tears","eyes",5
"buffalo","wild","wings",14
"buffy","vampire","slayer",12
"building","new","york",7
"bullied","every","day",3
"bush","tax","cuts",11
"business","right","now",4
"butternut","squash","soup",5
"buy","new","clothes",3
"buying","new","clothes",3
"bye","bye","birdie",5
"cabbage","patch","kids",5
"cabo","san","lucas",8
"california","bar","exam",3
"california","san","diego",12
"call","cell","phone",5
"call","last","week",5
"called","back","said",4
"came","back","another",3
"came","back","home",5
"came","back","negative",5
"came","home","early",5
"came","home","school",5
"came","home","work",7
"came","years","ago",4
"can","accomplish","anything",3
"can","actually","use",5
"can","afford","get",3
"can","already","see",6
"can","also","add",5
"can","also","bring",7
"can","also","cause",8
"can","also","check",4
"can","also","find",9
"can","also","follow",3
"can","also","get",13
"can","also","go",6
"can","also","help",5
"can","also","lead",5
"can","also","make",10
"can","also","use",17
"can","always","get",6
"can","anything","want",10
"can","ask","question",5
"can","barely","stay",3
"can","better","job",3
"can","bring","back",6
"can","buy","tickets",4
"can","change","way",5
"can","change","world",8
"can","clearly","see",5
"can","easily","become",3
"can","easily","make",4
"can","feel","love",6
"can","find","comfort",3
"can","find","good",6
"can","find","information",7
"can","find","something",9
"can","find","things",3
"can","find","time",4
"can","find","way",8
"can","follow","twitter",8
"can","get","another",5
"can","get","anywhere",4
"can","get","away",28
"can","get","back",27
"can","get","behind",6
"can","get","best",5
"can","get","better",13
"can","get","big",3
"can","get","can",4
"can","get","done",11
"can","get","early",4
"can","get","far",4
"can","get","free",13
"can","get","information",9
"can","get","just",8
"can","get","know",6
"can","get","little",6
"can","get","lost",4
"can","get","new",8
"can","get","one",26
"can","get","paid",5
"can","get","ready",6
"can","get","right",5
"can","get","see",3
"can","get","someone",6
"can","get","together",9
"can","get","uncomfortable",3
"can","get","us",10
"can","get","used",3
"can","give","advice",6
"can","give","good",5
"can","go","anywhere",3
"can","go","back",37
"can","go","home",17
"can","go","long",7
"can","go","right",7
"can","go","way",3
"can","go","wrong",9
"can","good","bad",3
"can","hardly","believe",6
"can","help","avoid",3
"can","help","decide",4
"can","help","fill",3
"can","help","find",10
"can","help","get",17
"can","help","make",12
"can","help","people",9
"can","help","reduce",3
"can","help","save",6
"can","help","spread",4
"can","help","us",32
"can","honestly","say",23
"can","join","us",22
"can","just","feel",3
"can","just","go",11
"can","just","good",4
"can","just","make",6
"can","just","put",4
"can","just","stay",3
"can","just","tell",10
"can","keep","going",8
"can","learn","lot",8
"can","look","back",12
"can","look","forward",10
"can","lower","blood",3
"can","make","anything",8
"can","make","better",7
"can","make","big",8
"can","make","difference",51
"can","make","feel",10
"can","make","happen",18
"can","make","home",4
"can","make","huge",7
"can","make","like",3
"can","make","money",11
"can","make","one",6
"can","make","real",4
"can","make","really",4
"can","make","sure",12
"can","many","things",5
"can","mean","anything",4
"can","mean","difference",4
"can","mean","one",7
"can","never","remember",6
"can","never","say",4
"can","now","see",7
"can","often","lead",4
"can","pay","cash",4
"can","pick","one",5
"can","play","game",6
"can","please","help",5
"can","pretty","much",19
"can","provide","insight",3
"can","save","lives",4
"can","save","money",8
"can","say","much",3
"can","say","something",4
"can","say","want",6
"can","say","will",6
"can","see","can",6
"can","see","feel",3
"can","see","going",7
"can","see","much",11
"can","see","now",9
"can","see","people",6
"can","see","results",4
"can","see","right",7
"can","see","whole",5
"can","see","work",7
"can","sleep","night",3
"can","solve","problems",4
"can","someone","please",17
"can","something","like",3
"can","spend","time",7
"can","start","using",4
"can","stay","us",3
"can","still","buy",4
"can","still","get",20
"can","still","go",5
"can","still","hear",6
"can","still","play",5
"can","still","see",19
"can","stop","working",3
"can","take","away",5
"can","take","care",14
"can","take","place",4
"can","take","us",4
"can","teach","us",5
"can","tell","feel",4
"can","tell","going",6
"can","tell","just",7
"can","tell","like",5
"can","tell","lot",5
"can","tell","people",7
"can","tell","right",6
"can","tell","something",3
"can","tell","story",4
"can","tell","time",3
"can","tell","us",17
"can","think","one",6
"can","totally","make",3
"can","try","make",3
"can","turn","around",6
"can","turn","back",4
"can","wait","long",3
"can","wait","see",9
"can","whatever","want",9
"can","win","one",5
"can","work","home",5
"can","work","together",19
"can","work","way",4
"canada","united","states",8
"candidate","newt","gingrich",4
"cant","afford","buy",4
"cant","anything","without",4
"cant","beat","em",3
"cant","beat","price",3
"cant","believe","actually",10
"cant","believe","ate",3
"cant","believe","gone",4
"cant","believe","just",14
"cant","believe","made",6
"cant","even","begin",6
"cant","even","describe",5
"cant","even","get",21
"cant","even","imagine",12
"cant","even","remember",11
"cant","even","say",5
"cant","even","stand",5
"cant","even","tell",5
"cant","even","think",7
"cant","exactly","say",4
"cant","find","anything",13
"cant","get","anything",5
"cant","get","anywhere",4
"cant","get","back",7
"cant","get","enough",49
"cant","get","head",5
"cant","get","much",7
"cant","get","past",10
"cant","get","real",3
"cant","go","anywhere",4
"cant","go","home",3
"cant","go","wrong",23
"cant","help","feel",5
"cant","help","feeling",6
"cant","help","think",21
"cant","help","thinking",9
"cant","help","wonder",10
"cant","imagine","anyone",3
"cant","imagine","life",5
"cant","imagine","living",3
"cant","just","go",4
"cant","live","without",23
"cant","really","blame",3
"cant","say","enough",11
"cant","see","happening",3
"cant","seem","find",13
"cant","seem","get",13
"cant","soon","enough",17
"cant","spend","much",3
"cant","stop","thinking",27
"cant","stop","watching",14
"cant","take","anymore",4
"cant","take","credit",5
"cant","tell","difference",4
"cant","tell","much",5
"cant","thank","enough",8
"cant","think","anything",11
"cant","think","better",9
"cant","wait","get",136
"cant","wait","go",73
"cant","wait","one",7
"cant","wait","see",512
"cant","wait","share",28
"car","go","work",3
"car","parking","lot",12
"car","will","turn",3
"catholic","high","school",13
"cause","harm","good",3
"celebrate","mothers","day",11
"celebrate","th","anniversary",6
"celebrate","th","birthday",6
"celebrated","th","birthday",11
"celebrating","th","anniversary",12
"cell","phone","call",3
"cell","phones","can",5
"central","eastern","europe",3
"ceo","tim","cook",8
"champions","league","final",4
"chance","can","get",7
"chance","go","back",4
"chance","win","free",17
"chance","win","one",6
"change","one","thing",8
"change","want","see",14
"charles","de","gaulle",5
"charlie","brown","christmas",6
"charlie","chocolate","factory",5
"check","back","soon",6
"check","back","tomorrow",3
"check","check","check",4
"checking","make","sure",4
"cheese","mac","cheese",3
"chicago","white","sox",21
"chicken","noodle","soup",8
"chicken","pot","pie",8
"chief","executive","officer",80
"child","sexual","abuse",10
"children","living","poverty",4
"children","special","needs",4
"children","will","able",5
"children","young","adults",3
"chilean","sea","bass",3
"chinese","new","year",20
"chip","ice","cream",3
"chocolate","chip","cookies",37
"chocolate","chip","ice",3
"chocolate","easter","bunny",3
"chocolate","ice","cream",12
"chocolate","peanut","butter",15
"chris","evans","captain",3
"christmas","eve","christmas",5
"christmas","new","years",19
"chronic","fatigue","syndrome",9
"chuck","e","cheese",8
"church","every","sunday",4
"cinco","de","mayo",179
"circumstances","beyond","control",4
"cirque","du","soleil",13
"citizenship","immigration","services",3
"city","brotherly","love",5
"city","council","meeting",22
"city","music","hall",10
"city","new","york",11
"civil","rights","act",9
"civil","rights","leader",5
"civil","rights","leaders",4
"civil","rights","movement",19
"class","last","week",5
"class","last","year",3
"class","next","year",4
"class","right","now",10
"claus","coming","town",3
"click","like","button",4
"close","can","get",5
"close","friends","family",6
"coffee","right","now",4
"collection","short","stories",5
"college","high","school",7
"color","one","day",3
"columbia","river","gorge",4
"comes","back","will",4
"comes","one","day",4
"comic","book","day",16
"coming","back","home",6
"coming","back","next",4
"coming","end","will",3
"coming","full","circle",3
"coming","home","work",8
"coming","next","week",16
"commercial","real","estate",16
"community","emergency","response",3
"compared","last","years",4
"compared","time","last",3
"complete","waste","time",5
"congressional","black","caucus",4
"conservative","tea","party",3
"constitution","united","states",5
"construction","right","now",3
"conveniently","located","near",3
"coq","au","vin",4
"corned","beef","cabbage",5
"cost","health","care",8
"cost","per","person",13
"council","foreign","relations",5
"count","many","times",4
"country","old","men",4
"county","board","supervisors",14
"county","executive","kathleen",4
"county","school","board",6
"couple","blocks","away",5
"couple","hours","away",5
"couple","months","ago",23
"couple","weeks","ago",72
"couple","weeks","can",3
"couple","weeks","now",5
"couple","years","ago",65
"couple","years","later",8
"couple","years","now",7
"couple","years","since",3
"course","seems","like",3
"cracked","black","pepper",3
"cream","cheese","frosting",14
"cream","chocolate","chip",3
"cream","ice","cream",6
"cream","mushroom","soup",4
"cream","whipped","cream",3
"credit","credit","due",7
"credit","debit","cards",5
"criminal","justice","system",17
"crossing","finish","line",5
"cruel","unusual","punishment",6
"customer","service","line",6
"cut","cap","balance",3
"cut","top","head",3
"dad","police","officer",3
"dallas","fort","worth",5
"dallas","morning","news",5
"damn","good","job",4
"dane","county","executive",5
"date","set","yet",5
"david","lee","roth",4
"day","bay","area",4
"day","can","go",7
"day","can","make",3
"day","care","center",4
"day","even","though",6
"day","every","day",27
"day","every","year",4
"day","feel","like",9
"day","feels","like",6
"day","just","around",5
"day","last","week",11
"day","last","year",9
"day","look","forward",3
"day","make","sure",8
"day","mothers","day",5
"day","san","francisco",6
"day","st","patricks",4
"day","start","new",3
"day","today","will",8
"day","week","will",3
"day","will","get",7
"day","will","need",3
"day","year","old",3
"day","years","ago",7
"daylight","saving","time",5
"days","ago","cant",4
"days","feel","like",9
"days","later","still",6
"days","new","york",5
"days","per","year",3
"de","la","rosa",8
"de","la","soul",6
"de","los","reyes",3
"death","trayvon","martin",3
"death","us","part",5
"deathly","hallows","part",12
"decide","whether","want",6
"decide","whether","will",5
"decided","call","quits",4
"decisions","will","made",5
"department","homeland","security",23
"department","motor","vehicles",4
"des","moines","iowa",18
"deserves","second","chance",4
"despite","best","efforts",7
"details","can","found",5
"died","heart","attack",11
"died","plane","crash",4
"died","years","ago",7
"different","every","year",3
"different","last","year",4
"different","points","view",4
"different","ways","people",4
"different","year","ago",3
"difficult","economic","times",7
"diners","driveins","dives",5
"dining","room","table",18
"dinner","ice","cream",3
"dinner","last","night",23
"directly","across","street",3
"discover","new","music",3
"distinguished","service","award",3
"dog","days","summer",4
"done","better","job",9
"done","good","job",21
"done","great","job",17
"done","many","times",4
"done","much","us",3
"done","one","year",3
"done","pretty","good",4
"done","something","like",3
"done","will","done",3
"done","will","get",6
"done","years","ago",5
"door","always","open",3
"door","swung","open",3
"doors","open","pm",34
"doors","pm","show",3
"doors","will","open",3
"double","left","field",5
"downtown","los","angeles",11
"downtown","san","diego",7
"dr","martin","luther",9
"drive","point","home",3
"driving","force","behind",15
"driving","miss","daisy",5
"drop","dead","gorgeous",6
"dropping","like","flies",6
"duck","duck","goose",4
"duck","fat","fries",5
"due","inclement","weather",4
"due","next","week",4
"due","popular","demand",4
"e","th","st",14
"earlier","last","year",3
"early","bird","special",6
"early","friday","morning",6
"early","monday","morning",7
"early","next","year",32
"early","saturday","morning",9
"early","sunday","morning",13
"early","th","century",25
"early","warning","system",5
"earth","wind","fire",5
"easier","said","done",22
"easily","one","best",6
"easter","egg","hunt",23
"eastern","michigan","university",4
"eastern","standard","time",3
"easy","way","find",4
"eat","drink","merry",6
"eat","fast","food",4
"eat","healthier","exercise",4
"eat","ice","cream",15
"eat","just","one",4
"education","health","care",13
"eight","hours","day",4
"eight","years","ago",29
"either","love","hate",4
"either","way","will",5
"eli","young","band",5
"else","can","get",5
"else","can","see",4
"else","will","create",4
"empire","state","building",12
"empire","strikes","back",3
"empty","beer","cans",3
"end","afghans","will",3
"end","day","just",6
"end","day","still",4
"end","day","think",3
"end","day","week",3
"end","first","half",7
"end","high","school",6
"end","last","week",4
"end","last","year",19
"end","regular","season",5
"end","school","year",21
"end","year","will",7
"ended","years","ago",3
"endorsed","mitt","romney",3
"english","second","language",7
"enjoy","every","moment",5
"enjoyed","reading","book",4
"enjoyed","spending","time",7
"enjoys","spending","time",3
"enough","money","get",5
"enough","money","keep",3
"enough","people","will",5
"enough","take","care",5
"enough","time","get",6
"episode","family","guy",4
"especially","since","know",7
"etc","etc","etc",12
"europe","south","america",4
"evans","captain","america",3
"even","begin","describe",6
"even","get","started",10
"even","know","exists",3
"even","know","like",4
"even","know","really",3
"even","know","say",8
"even","little","bit",10
"even","one","second",3
"even","remember","last",3
"even","started","yet",5
"even","though","already",8
"even","though","clearly",3
"even","though","get",6
"even","though","good",4
"even","though","love",9
"even","though","might",6
"even","though","never",10
"even","though","now",8
"even","though","officially",3
"even","though","one",10
"even","though","said",7
"even","though","school",3
"even","though","still",9
"even","though","told",3
"even","though","us",6
"even","though","went",4
"even","though","will",10
"even","try","make",4
"event","last","week",4
"event","will","held",8
"event","will","take",10
"events","taking","place",5
"ever","feel","like",17
"ever","get","chance",9
"ever","get","one",3
"ever","going","get",3
"ever","seen","life",6
"ever","since","got",6
"ever","since","saw",4
"ever","wanted","know",4
"every","area","life",4
"every","aspect","life",9
"every","bit","much",5
"every","child","deserves",3
"every","day","always",5
"every","day","day",8
"every","day","even",6
"every","day","every",5
"every","day","get",6
"every","day","just",12
"every","day","like",11
"every","day","make",4
"every","day","never",5
"every","day","new",6
"every","day","now",6
"every","day","school",4
"every","day","see",8
"every","day","since",13
"every","day","still",5
"every","day","way",3
"every","day","week",13
"every","day","will",6
"every","day","work",8
"every","five","minutes",4
"every","five","years",16
"every","four","years",9
"every","little","bit",11
"every","often","like",3
"every","possible","way",4
"every","single","day",42
"every","single","one",36
"every","single","person",17
"every","single","thing",8
"every","single","time",15
"every","six","months",8
"every","step","way",14
"every","three","years",10
"every","time","comes",4
"every","time","get",18
"every","time","go",27
"every","time","hear",18
"every","time","look",13
"every","time","meet",5
"every","time","one",5
"every","time","see",42
"every","time","think",8
"every","two","months",4
"every","two","weeks",13
"every","way","can",4
"every","way","possible",4
"every","wednesday","pm",4
"every","week","will",6
"every","year","different",4
"every","year","get",3
"every","year","just",4
"every","year","past",3
"every","year","seems",3
"every","year","year",4
"everyone","can","see",7
"everyone","deserves","second",3
"everyone","else","just",7
"everyone","else","will",9
"everyone","feel","like",5
"everyone","good","time",6
"everyone","trying","get",3
"everything","can","help",3
"everything","can","make",6
"everything","else","just",7
"everything","else","life",6
"everything","else","secondary",3
"everything","goes","well",4
"everything","going","okay",6
"everything","happens","reason",30
"everything","just","gets",3
"everything","must","go",3
"everything","went","well",6
"everything","will","ok",6
"excited","cant","wait",16
"executive","kathleen","falk",4
"exercise","healthy","eating",3
"exotic","marigold","hotel",3
"expect","great","things",3
"expect","nothing","less",4
"experience","first","time",4
"explain","people","still",3
"extended","family","members",6
"eyes","back","head",3
"eyes","can","see",4
"face","every","day",4
"face","looks","like",3
"faculty","students","staff",3
"fall","back","asleep",8
"fall","deaf","ears",3
"fall","far","tree",8
"fall","place","will",3
"false","sense","security",4
"family","back","home",3
"family","friends","will",4
"family","loved","ones",5
"family","members","friends",19
"family","will","always",3
"fannie","mae","freddie",15
"fans","around","world",5
"fantastic","mr","fox",3
"far","away","best",4
"far","away","will",3
"far","can","see",8
"far","can","tell",15
"far","concerned","just",3
"fashion","faux","pas",5
"fast","food","chain",5
"fast","food","restaurant",4
"fastest","growing","segment",3
"favorite","place","go",3
"favorite","tv","show",7
"fear","will","never",3
"fearfully","wonderfully","made",4
"federal","student","loans",10
"feel","free","make",5
"feel","free","share",14
"feel","free","shoot",3
"feel","less","guilty",3
"feel","like","already",4
"feel","like","better",3
"feel","like","can",17
"feel","like","cooking",3
"feel","like","done",5
"feel","like","every",9
"feel","like","everything",5
"feel","like","failure",5
"feel","like","family",4
"feel","like","game",4
"feel","like","getting",16
"feel","like","going",36
"feel","like","good",8
"feel","like","got",14
"feel","like","great",4
"feel","like","hit",4
"feel","like","home",9
"feel","like","just",30
"feel","like","kid",10
"feel","like","life",6
"feel","like","making",4
"feel","like","might",6
"feel","like","much",7
"feel","like","need",24
"feel","like","never",5
"feel","like","new",8
"feel","like","nothing",6
"feel","like","old",5
"feel","like","one",6
"feel","like","part",4
"feel","like","really",7
"feel","like","right",3
"feel","like","something",13
"feel","like","way",4
"feel","like","whole",5
"feel","like","will",14
"feel","like","work",7
"feel","little","better",7
"feel","little","bit",7
"feel","much","better",28
"feel","much","like",7
"feel","pretty","good",9
"feel","way","now",3
"feeling","little","better",6
"feeling","much","better",23
"feeling","right","now",10
"feels","bit","like",3
"feels","good","finally",7
"feels","like","home",6
"feels","like","just",5
"feels","like","much",3
"feels","much","like",3
"feels","really","good",5
"fellow","human","beings",4
"felt","like","big",3
"felt","like","going",10
"felt","like","home",5
"felt","like","just",6
"felt","like","needed",7
"felt","like","something",10
"felt","long","time",3
"felt","pretty","good",5
"felt","really","good",6
"festival","takes","place",5
"field","looks","like",3
"fifteen","years","ago",9
"figure","way","make",5
"figured","might","well",5
"final","game","season",4
"final","resting","place",8
"finally","able","say",3
"finally","gave","bought",3
"finally","get","back",4
"finally","got","around",11
"finally","got","chance",6
"finally","got","one",4
"find","another","job",4
"find","anywhere","else",6
"find","common","ground",8
"find","hard","believe",7
"find","just","right",5
"find","new","place",4
"find","new","ways",6
"find","someone","else",7
"find","something","else",7
"find","way","back",14
"find","way","make",12
"fingers","crossed","will",11
"first","amendment","rights",15
"first","class","mail",3
"first","cup","coffee",4
"first","day","back",19
"first","day","class",6
"first","day","school",22
"first","day","spring",40
"first","day","training",8
"first","day","work",14
"first","first","serve",5
"first","full","day",6
"first","full","year",5
"first","half","book",5
"first","half","first",4
"first","high","school",3
"first","lady","michelle",17
"first","last","time",4
"first","make","sure",4
"first","one","tell",3
"first","place","just",3
"first","roller","coaster",3
"first","started","playing",3
"first","thing","going",4
"first","thing","see",6
"first","things","first",12
"first","three","days",3
"first","three","months",39
"first","time","able",4
"first","time","actually",6
"first","time","ages",4
"first","time","almost",5
"first","time","around",4
"first","time","awhile",5
"first","time","can",4
"first","time","career",10
"first","time","day",3
"first","time","even",4
"first","time","ever",64
"first","time","felt",5
"first","time","great",5
"first","time","happened",7
"first","time","heard",8
"first","time","history",7
"first","time","jumped",3
"first","time","know",6
"first","time","last",10
"first","time","life",21
"first","time","long",25
"first","time","many",10
"first","time","new",5
"first","time","parents",3
"first","time","read",7
"first","time","really",6
"first","time","saw",16
"first","time","see",4
"first","time","seen",14
"first","time","since",130
"first","time","six",8
"first","time","though",5
"first","time","tonight",8
"first","time","two",9
"first","time","week",8
"first","time","went",11
"first","time","will",12
"first","time","year",23
"first","time","years",37
"first","two","days",6
"first","two","months",6
"first","two","weeks",9
"first","two","years",24
"first","week","april",5
"first","week","may",6
"first","white","house",4
"first","win","season",5
"first","years","life",5
"five","days","week",9
"five","minutes","later",8
"five","year","old",13
"five","years","ago",75
"five","years","later",15
"five","years","now",8
"five","years","old",12
"five","years","will",3
"flat","screen","tv",8
"flat","screen","tvs",3
"flight","two","hours",3
"flower","secret","fan",4
"folks","back","home",3
"folks","can","get",3
"follow","us","facebook",12
"follow","us","twitter",35
"food","drug","administration",41
"food","food","food",19
"food","network","star",7
"football","basketball","baseball",4
"foreign","language","film",5
"form","coalition","government",4
"forward","getting","back",7
"forward","know","will",3
"forward","next","year",9
"forward","spending","time",9
"found","hard","way",8
"found","way","back",4
"four","days","later",11
"four","days","row",4
"four","five","times",5
"four","hours","away",4
"four","times","day",4
"four","years","ago",89
"four","years","prison",11
"fourth","july","weekend",4
"fox","news","sunday",6
"francisco","bay","area",7
"frank","lloyd","wright",13
"free","comic","book",16
"free","home","brave",6
"free","ice","cream",12
"free","open","public",27
"free","shipping","orders",7
"free","throw","line",12
"free","trade","agreement",12
"fremont","street","experience",4
"french","onion","soup",8
"fresh","coat","paint",3
"fresh","fruits","vegetables",14
"fresh","lime","juice",11
"freshly","ground","black",13
"freshman","year","college",7
"friday","april","pm",3
"friday","april","th",12
"friday","night","first",3
"friday","night","saturday",8
"friday","saturday","nights",5
"friday","saturday","sunday",10
"fridays","saturdays","sundays",4
"friend","family","member",7
"friend","let","know",4
"friend","looks","like",5
"friend","mine","said",4
"friends","family","get",3
"friends","high","school",5
"friends","lot","fun",3
"friends","loved","ones",6
"friends","old","new",3
"front","door","house",3
"front","page","news",6
"fructose","corn","syrup",5
"full","head","hair",4
"fully","responsible","security",3
"fun","along","way",3
"fun","fun","fun",14
"fun","think","will",3
"future","right","now",3
"game","will","take",3
"games","will","played",6
"gas","station","attendant",5
"gastric","bypass","surgery",3
"gave","us","chance",4
"george","rr","martin",5
"george","w","bush",68
"george","washington","bridge",12
"get","act","together",13
"get","along","well",7
"get","another","one",7
"get","anything","done",10
"get","ask","questions",3
"get","away","going",4
"get","back","business",4
"get","back","home",16
"get","back","one",4
"get","back","road",7
"get","back","shape",4
"get","back","sleep",9
"get","back","together",6
"get","back","track",20
"get","back","us",4
"get","back","work",42
"get","ball","rolling",5
"get","beauty","sleep",6
"get","better","deal",4
"get","better","job",3
"get","cash","back",3
"get","cell","phone",3
"get","chance","make",3
"get","chance","play",10
"get","chance","see",7
"get","chance","win",6
"get","close","enough",6
"get","creative","use",4
"get","done","end",3
"get","drivers","license",8
"get","end","day",3
"get","even","better",6
"get","every","time",7
"get","facts","straight",5
"get","feel","like",6
"get","get","get",12
"get","glass","wine",3
"get","go","back",7
"get","good","job",5
"get","green","light",4
"get","hands","dirty",10
"get","head","start",5
"get","home","work",7
"get","house","order",3
"get","job","done",24
"get","know","better",6
"get","know","people",6
"get","least","one",5
"get","life","back",4
"get","life","together",8
"get","little","bit",11
"get","lot","attention",4
"get","money","back",12
"get","money","just",4
"get","moneys","worth",4
"get","much","attention",4
"get","much","better",19
"get","much","sleep",5
"get","next","time",5
"get","next","week",5
"get","one","big",3
"get","one","chance",5
"get","one","free",13
"get","one","last",4
"get","party","started",8
"get","peoples","attention",5
"get","phone","call",4
"get","picture","taken",4
"get","point","across",5
